"energy-commodities","sectors","indicator","Unit","Date","Value"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2010","522.6"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2011","430.5"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2012","455"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2013","477.9"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2014","381.7"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2015","399.7"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2016","411.9"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2017","403.1"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2018","403.8"
"Total energy commodities","Dwellings","Total energy consumption","PJ","2019","389.7"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1990","5.2"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1991","5.3"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1992","5.1"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1993","5.1"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1994","4.7"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1995","4.9"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1996","4.9"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1997","3.9"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1998","3.7"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","1999","4.4"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2000","4.2"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2001","3.9"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2002","4"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2003","3.9"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2004","3.4"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2005","3.5"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2006","3.2"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2007","6.9"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2008","4.2"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2009","25.2"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2010","42.1"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2011","40.5"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2012","35.6"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2013","14.7"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2014","19"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2015","3.4"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2016","3.4"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2017","3.2"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2018","3.1"
"Total energy commodities","Other sectors non-specified","Total energy consumption","PJ","2019","3.2"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2012","0"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2013","0"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2014","0"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2015","0"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2016","0"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2017","0"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2018","0"
"Total energy commodities","Water supply, waste management unknown","Total energy consumption","PJ","2019","0"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1990","15.9"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1991","15.5"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1992","15"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1993","15.1"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1994","15.6"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1995","17.7"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1996","17.1"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1997","17.7"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1998","17.7"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","1999","18.2"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2000","17.6"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2001","17.4"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2002","14.5"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2003","13.2"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2004","12.5"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2005","12.3"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2006","11.6"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2007","10.1"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2008","9.3"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2009","8.8"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2010","9.2"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2011","8.5"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2012","7.5"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2013","8.3"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2014","8.3"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2015","7.8"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2016","7.6"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2017","6.5"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2018","6.3"
"Total energy commodities","03 Fishing and aquaculture","Total energy consumption","PJ","2019","6.4"
"Total energy commodities","G Wholesale and retail trade","Total energy consumption","PJ","1990","1.8"
"Total energy commodities","G Wholesale and retail trade","Total energy consumption","PJ","1991","1"
"Total energy commodities","G Wholesale and retail trade","Total energy consumption","PJ","1992","0.6"
"Total energy commodities","G Wholesale and retail trade","Total energy consumption","PJ","1993","1.2"
